transcript_id	gene_id	log2fc	qval	five_prime	three_prime	intergenic	mean_obs	coding_potential	biotype
MSTRG.11754.6	MSTRG.11754	-0.423993230818053	0.657489575875393	-	X	-	4.0578865397828	0.999602489648055	novel
MSTRG.24751.2	MSTRG.24751	0.158260613789272	0.658182091231507	X	X	-	5.34901343441219	0.349611911813031	novel
MSTRG.4806.4	MSTRG.4806	-0.589952309454755	0.658241719587461	X	-	-	4.77953400883605	0.999999999999687	novel
MSTRG.10393.4	MSTRG.10393	-0.197560144378195	0.658614086196923	-	X	-	4.7818919099388	0.0288748913471067	novel
MSTRG.11668.1	MSTRG.11668	0.1894168326256	0.658617465419686	-	-	-	4.48993955503913	0.00572978539783567	novel
MSTRG.21098.1	MSTRG.21098	-0.555525493260243	0.658665414142458	X	-	-	6.45057800549086	0.762699114839765	novel
MSTRG.29875.16	MSTRG.29875	0.326683268824943	0.658665414142458	-	-	-	5.95698033121832	1	novel
MSTRG.9264.1	MSTRG.9264	0.591015739165151	0.658733608303492	-	X	-	2.70437478269701	0.0625177208796381	novel
MSTRG.24723.1	MSTRG.24723	-0.866815124722881	0.658891193654856	-	-	-	1.97569676427725	0.703531437559909	novel
MSTRG.22165.2	MSTRG.22165	-1.12447156345111	0.658968332877047	-	X	-	3.08893550197776	0.814764411507475	novel
MSTRG.27073.8	MSTRG.27073	2.11729073639968	0.659003699380966	X	-	-	1.37099346998613	0.0578370248454932	novel
MSTRG.27721.20	MSTRG.27721	-0.0878491085646865	0.659306487320661	X	-	-	7.70980705450263	0.0625842159469975	novel
MSTRG.30343.5	MSTRG.30343	-0.821027848712287	0.65943531031079	X	-	-	3.95854569827313	0.0154961179929642	novel
MSTRG.6979.2	MSTRG.6979	-0.496361325467202	0.659769118034976	X	-	-	3.70893204252617	0.973545904451473	novel
MSTRG.23844.1	MSTRG.23844	-0.117498356439939	0.659808151232662	X	-	-	6.09553875872875	0.00346329018432034	novel
MSTRG.24950.5	MSTRG.24950	-0.168987529048485	0.65984573381164	-	X	-	5.48844452817226	0.832463964905146	novel
MSTRG.30481.1	MSTRG.30481	-0.533259657308599	0.65984573381164	-	-	-	2.85157629689799	0.950580370055527	novel
MSTRG.6782.3	MSTRG.6782	0.549416538270602	0.65984573381164	-	X	-	3.29682751409482	0.974338027382346	novel
MSTRG.31186.8	MSTRG.31186	0.204666620361918	0.660116895378254	-	X	-	5.05983745737337	0.0296275388892474	novel
MSTRG.24957.5	MSTRG.24957	0.579583847017874	0.660363170635421	X	X	-	5.96140587338555	0.000964817357868873	novel
MSTRG.25694.1	MSTRG.25694	-1.0122433929482	0.660446772558531	X	-	-	1.73642813532245	0.746130196482231	novel
MSTRG.10393.5	MSTRG.10393	1.77736784674099	0.660484133580818	-	X	-	1.05913103981361	0.0289179733709954	novel
MSTRG.14298.4	MSTRG.14298	-1.16134369249965	0.66057485816806	X	-	-	3.17112068805014	0.999936502796378	novel
MSTRG.20122.25	MSTRG.20122	1.33630774179799	0.66057485816806	X	-	-	1.81761710439577	0.857323871999427	novel
MSTRG.10303.5	MSTRG.10303	-0.929495772721886	0.660876911144286	-	X	-	3.82379931495446	0.932248405217146	novel
MSTRG.32218.3	MSTRG.32218	-0.382286004443605	0.660876911144286	X	-	-	4.90846771739309	0.0817027877106523	novel
MSTRG.20112.9	MSTRG.20112	0.272028960192653	0.661308699387248	-	-	-	3.88995202986857	0.00540954355218312	novel
MSTRG.23699.8	MSTRG.23699	0.113868022053464	0.661308699387248	-	-	-	6.35614987269273	0.00883986044985945	novel
MSTRG.3713.10	MSTRG.3713	-2.22395321342307	0.661462024947424	-	X	-	2.34866270434345	0.00772615781602106	novel
MSTRG.11432.4	MSTRG.11432	-1.46184559657295	0.66176438312898	X	-	-	2.62220122594727	0.000120477818058778	novel
MSTRG.30141.1	MSTRG.30141	-0.830355701746369	0.661794714086243	-	X	-	2.17152551025916	2.35267454612864e-05	novel
MSTRG.4447.3	MSTRG.4447	0.455788805342906	0.661794714086243	-	-	-	3.42588597455695	0.0101471926257923	novel
MSTRG.19574.4	MSTRG.19574	1.05518037282938	0.661801539781205	-	X	-	5.74251023409031	9.74374195614726e-08	novel
MSTRG.29649.13	MSTRG.29649	-2.10825386203068	0.661894604843479	X	X	-	4.07513821117904	0.567901439974508	novel
MSTRG.2984.4	MSTRG.2984	-0.308864846674583	0.661929908362268	X	X	-	6.45612258312304	0.622613273514547	novel
MSTRG.17571.1	MSTRG.17571	0.477517636335534	0.661977303344486	-	-	-	3.45261548919925	0.0799592056328676	novel
MSTRG.29133.3	MSTRG.29133	1.40935321163368	0.662021351247111	-	-	-	1.11250900712349	0.00101148338186441	novel
MSTRG.10825.1	MSTRG.10825	-1.58851904197874	0.662093739119489	X	X	-	2.81823231029065	0.0168309583368492	novel
MSTRG.21550.3	MSTRG.21550	-0.194093989521075	0.662093739119489	-	X	-	5.57501699399947	0.00018495085293341	novel
MSTRG.15157.4	MSTRG.15157	-0.490544493338586	0.662093739832001	X	-	-	4.14799900160213	0.196832537440201	novel
MSTRG.6879.10	MSTRG.6879	-0.503979126583016	0.662381349618116	X	-	-	4.63687811747275	0.975503992972223	novel
MSTRG.15847.2	MSTRG.15847	0.623205306820562	0.662881960794591	X	-	-	6.58925274438869	0.201149039387356	novel
MSTRG.27118.2	MSTRG.27118	-2.47468634965001	0.662881960794591	-	-	-	4.83541906106559	0.999999978400118	novel
MSTRG.7866.1	MSTRG.7866	-0.54269928574728	0.662886696684948	-	-	-	2.78704140658241	0.0416629680430544	novel
MSTRG.10201.5	MSTRG.10201	-0.149153198442759	0.662974857300514	-	X	-	5.38988734426544	0.979168274106512	novel
MSTRG.29831.9	MSTRG.29831	2.2969000595863	0.663129739287784	-	X	-	5.33108105523674	3.9182699442371e-08	novel
MSTRG.29007.7	MSTRG.29007	0.942224684179583	0.66315921324659	-	X	-	5.99297648104941	0.0012559136393369	novel
MSTRG.16930.8	MSTRG.16930	-1.47215923381868	0.663210806191184	-	-	-	2.65071661595445	0.202646857342936	novel
MSTRG.30195.1	MSTRG.30195	-0.800860608158134	0.663210806191184	-	-	-	2.10343835372743	0.0191561881282814	novel
MSTRG.6310.10	MSTRG.6310	1.47036550630559	0.663432569115369	X	-	-	2.22980873953804	0.00221479042747953	novel
MSTRG.13944.1	MSTRG.13944	-0.477680264833711	0.663486227418068	-	-	-	2.94747023655947	0.457190318475136	novel
MSTRG.20170.2	MSTRG.20170	1.60719956109086	0.663608483666762	X	X	-	2.8223855337243	0.999983110396197	novel
MSTRG.20533.4	MSTRG.20533	0.907285776386144	0.663801504393363	X	-	-	4.49454878173929	0.276937539750331	novel
MSTRG.7867.1	MSTRG.7867	-1.05569299383927	0.663823023632904	-	X	-	6.20133491787755	0.999999555490897	novel
MSTRG.23655.4	MSTRG.23655	-0.352738382901912	0.664007324034199	X	-	-	5.28815578366236	0.0197928769739958	novel
MSTRG.13168.12	MSTRG.13168	0.203651047859326	0.664083473581856	X	-	-	5.23254759113279	0.997117948349156	novel
MSTRG.28734.1	MSTRG.28734	-0.459860920392852	0.664083473581856	X	-	-	3.29262247617079	0.634168184627455	novel
MSTRG.14162.8	MSTRG.14162	-0.428335761705206	0.664143163398443	X	-	-	3.23219778567787	0.989994304082498	novel
MSTRG.15889.9	MSTRG.15889	-0.834379255022254	0.664143163398443	-	-	-	4.06841918869122	0.729884800914648	novel
MSTRG.11537.4	MSTRG.11537	-0.290034419938785	0.664381815196832	X	X	-	5.41678215624235	0.966573740288242	novel
MSTRG.14178.2	MSTRG.14178	1.31674332347418	0.664381815196832	X	-	-	1.87210372821557	0.0226180343248231	novel
MSTRG.23619.6	MSTRG.23619	-1.16803290345794	0.664543899624432	X	-	-	1.85808951645309	0.668314741901301	novel
MSTRG.15374.32	MSTRG.15374	0.423926497852451	0.664827678547862	X	-	-	5.0240509260995	0.0169462190130375	novel
MSTRG.17375.1	MSTRG.17375	0.397527604812596	0.665104184222887	X	-	-	5.31806504259494	0.922416037436498	novel
MSTRG.2798.6	MSTRG.2798	2.40162413115806	0.665122397505051	-	-	-	1.96680304162641	0.721135578396807	novel
MSTRG.14761.3	MSTRG.14761	1.23916005643471	0.665127419131655	-	X	-	1.73356248141795	0.574613840804642	novel
MSTRG.7445.9	MSTRG.7445	1.03323893171318	0.665199906275812	X	X	-	4.62005257840931	0.431186654585463	novel
MSTRG.28611.1	MSTRG.28611	-0.588444362027178	0.665828913275247	-	-	-	2.61185069934982	0.923072413705795	novel
MSTRG.13776.1	MSTRG.13776	1.18530067967287	0.666086250441803	-	X	-	1.84072043353203	0.0377240731257975	novel
MSTRG.6059.20	MSTRG.6059	-0.179964451642242	0.666725974672067	-	X	-	5.97438219935228	0.991861668099056	novel
MSTRG.11592.1	MSTRG.11592	0.95789131913589	0.666871735774651	-	-	-	1.71264143392569	0.0450615948384969	novel
MSTRG.20290.6	MSTRG.20290	-1.22519928401523	0.666871735774651	-	X	-	4.62655090573755	0.000151790726049306	novel
MSTRG.16350.6	MSTRG.16350	1.96475439387425	0.666983529647854	X	X	-	1.26534405204235	0.968565404862339	novel
MSTRG.11429.3	MSTRG.11429	-0.131413301001514	0.667217842933124	-	-	-	5.95751653720898	0.148454703817639	novel
MSTRG.27762.16	MSTRG.27762	1.39756746991511	0.667805101883287	-	-	-	2.44238518082193	0.62234389590239	novel
MSTRG.27427.5	MSTRG.27427	-0.326479184777779	0.667829999188103	X	-	-	5.62481312356344	0.854924939293581	novel
MSTRG.30417.20	MSTRG.30417	-0.317928221769168	0.667943987946692	X	X	-	3.86747649523889	0.00204440156414134	novel
MSTRG.7893.1	MSTRG.7893	-0.705275432738568	0.667955294497256	X	-	-	6.90519661676692	0.366805812484025	novel
MSTRG.11091.5	MSTRG.11091	1.62553286162247	0.668219841146737	X	X	-	4.92221509163055	0.479008736477641	novel
MSTRG.4208.8	MSTRG.4208	1.48110708915692	0.668400465588248	-	-	-	2.34801812697708	0.0709269792779303	novel
MSTRG.25679.1	MSTRG.25679	-0.524607454198026	0.668677208015699	X	X	-	3.76192465820409	0.00439452243289051	novel
MSTRG.28764.1	MSTRG.28764	0.13437455177232	0.668852256183753	-	X	-	5.78034350546075	0.99998791674535	novel
MSTRG.17017.7	MSTRG.17017	0.806998047079766	0.668922735618	-	X	-	2.86462540486807	0.997306048084737	novel
MSTRG.19955.1	MSTRG.19955	-1.15496782164825	0.668922735618	-	-	-	1.2841176696221	0.0171374238114461	novel
MSTRG.10234.25	MSTRG.10234	1.21476986797532	0.668967904713301	X	-	-	5.05805396319245	0.161997685462322	novel
MSTRG.6261.3	MSTRG.6261	0.251613109954273	0.668967904713301	-	X	-	6.45542483382393	0.985030292028067	novel
MSTRG.11119.1	MSTRG.11119	-0.762317503549782	0.669016916522277	-	-	-	2.34073826083756	0.390921799303083	novel
MSTRG.15034.3	MSTRG.15034	-0.384416583459679	0.669016916522277	-	X	-	4.43570226108605	0.032324587430375	novel
MSTRG.28981.15	MSTRG.28981	1.0856313115116	0.669016916522277	X	X	-	3.92952810788032	0.987327961938243	novel
MSTRG.20273.15	MSTRG.20273	0.468959895035222	0.66918340377348	X	-	-	5.31572410425273	0.999999986976898	novel
MSTRG.4447.2	MSTRG.4447	-1.06151167043911	0.669533390749811	-	-	-	2.01137997644675	0.0101471926257923	novel
MSTRG.13257.9	MSTRG.13257	1.3671043713801	0.669567908467464	X	-	-	4.12984511381023	0.904776782592126	novel
MSTRG.25833.1	MSTRG.25833	0.556967554348535	0.669640993789579	X	-	-	3.04271902440516	0.98710667592066	novel
MSTRG.14505.5	MSTRG.14505	-0.143932994511982	0.669835973574049	X	-	-	6.13763170555628	0.00561421459987817	novel
MSTRG.3937.4	MSTRG.3937	0.214374566484887	0.670298958033362	X	X	-	5.59603066341055	0.828178197722088	novel
MSTRG.1108.4	MSTRG.1108	1.56808679635404	0.670371686026266	X	-	-	2.32796381724368	0.1678951787789	novel
MSTRG.7254.8	MSTRG.7254	-0.211074327754587	0.670371686026266	X	X	-	5.5831534049815	2.19851154341262e-06	novel
MSTRG.19612.2	MSTRG.19612	0.439435560871032	0.670374676464495	-	X	-	8.49478379774107	0.305706828935452	novel
MSTRG.19578.1	MSTRG.19578	-0.413789272665842	0.670397710998689	-	-	-	3.38618238573225	7.53984960345217e-05	novel
MSTRG.1373.11	MSTRG.1373	-1.75955380617282	0.670472926318442	X	-	-	3.36266843374356	0.000803529249142631	novel
MSTRG.18655.8	MSTRG.18655	0.84127111458718	0.670788331588893	X	X	-	3.85471184144349	0.975442386683679	novel
MSTRG.16653.14	MSTRG.16653	0.110845253963697	0.670957883710847	X	-	-	7.13399769961328	0.988931284602908	novel
MSTRG.30673.1	MSTRG.30673	0.683271315854793	0.670957883710847	X	-	-	4.49916954865435	0.246774762883223	novel
MSTRG.4236.6	MSTRG.4236	-1.46466329344712	0.671397653867028	X	-	-	1.31119338809103	0.999955590588017	novel
MSTRG.7865.1	MSTRG.7865	-0.704017563339847	0.671593367075141	-	-	-	2.86562991769212	0.00986318100011541	novel
MSTRG.26261.1	MSTRG.26261	1.46396354464582	0.671969030277899	-	-	-	2.48738702879237	0.572816008294977	novel
MSTRG.5901.3	MSTRG.5901	0.175171553678008	0.672619287373102	-	X	-	4.90825630614628	0.498214941888133	novel
MSTRG.13541.5	MSTRG.13541	-2.06098181611834	0.672646403609151	X	X	-	4.08955320177431	0.434947556526518	novel
MSTRG.30616.48	MSTRG.30616	-0.390739018471928	0.672646403609151	-	-	-	3.24114412365919	0.00848142782039896	novel
MSTRG.26179.17	MSTRG.26179	1.22128891491027	0.672668943182159	X	X	-	1.72853478619238	0.0851760664476793	novel
MSTRG.23034.1	MSTRG.23034	-0.901282392004476	0.672754818922478	-	-	-	1.811266463205	0.00596257188483924	novel
MSTRG.2825.21	MSTRG.2825	0.325322217233745	0.673059396770998	X	-	-	4.88295885567206	0.266192968855128	novel
MSTRG.15792.8	MSTRG.15792	-0.509157254026168	0.673100317456866	-	X	-	4.78141685132687	0.95234950662714	novel
MSTRG.17530.8	MSTRG.17530	-1.66668345725434	0.673100317456866	X	-	-	2.85868717251198	0.891865089900797	novel
MSTRG.21107.7	MSTRG.21107	0.25690905467711	0.673248254990409	-	X	-	6.02210492962183	0.421376815480892	novel
MSTRG.16149.8	MSTRG.16149	1.7294064155045	0.673265049824122	-	-	-	1.04386656842624	0.994517442747422	novel
MSTRG.32229.3	MSTRG.32229	-1.06422760989891	0.673416284862759	X	-	-	2.11443397688523	0.0213765086183154	novel
MSTRG.29138.20	MSTRG.29138	-1.24728498571475	0.673589597596075	-	X	-	1.99069845510782	0.0292292960993798	novel
MSTRG.17222.4	MSTRG.17222	0.582944707189795	0.673692511327321	X	X	-	6.12301168514923	0.896052243088033	novel
MSTRG.1990.4	MSTRG.1990	-0.460060587859591	0.673901516418979	-	-	-	3.00551473357646	0.000773854827293591	novel
MSTRG.27776.4	MSTRG.27776	0.225766723547189	0.674030980815405	X	X	-	6.37038727892985	0.767729801496963	novel
MSTRG.25001.6	MSTRG.25001	-0.454095908518453	0.674270456721144	X	-	-	4.97659396754298	0.0158778633398526	novel
MSTRG.3971.1	MSTRG.3971	0.918081186739323	0.674323376930783	-	-	-	1.74401255212616	0.440324683415949	novel
MSTRG.23422.3	MSTRG.23422	-0.29419118599648	0.674379519153011	X	-	-	3.893736965511	0.00225433052550002	novel
MSTRG.27762.3	MSTRG.27762	0.266885605125634	0.674379519153011	X	-	-	4.32599976408347	0.956212915437553	novel
MSTRG.19506.4	MSTRG.19506	0.617406063546815	0.674490665298092	-	X	-	6.44551953789424	0.999999998314223	novel
MSTRG.17303.10	MSTRG.17303	0.711413295160218	0.674664258099063	X	X	-	4.57845598628301	0.00174468859438387	novel
MSTRG.11841.17	MSTRG.11841	0.458902596712576	0.674703604060519	X	-	-	3.11036234824611	0.954016300608805	novel
MSTRG.10369.9	MSTRG.10369	0.57276369552258	0.67485650009785	X	-	-	4.4523056827706	0.00378760053756479	novel
MSTRG.16043.1	MSTRG.16043	0.368751331497616	0.67485650009785	X	X	-	6.36502580851935	0.997689433517279	novel
MSTRG.17164.3	MSTRG.17164	0.22610880280144	0.67485650009785	X	-	-	6.11348112677875	0.383314715490594	novel
MSTRG.4635.2	MSTRG.4635	-2.12660116126907	0.67485650009785	-	-	-	4.57427698813925	0.00568955156877411	novel
MSTRG.6440.4	MSTRG.6440	-1.09911180109682	0.67485650009785	-	X	-	5.56695675708648	0.0302453121578666	novel
MSTRG.26376.1	MSTRG.26376	0.0931270311913544	0.675150827904135	X	-	-	6.85150612806226	0.36215312742485	novel
MSTRG.5505.1	MSTRG.5505	0.613402999583193	0.67515092695215	-	X	-	3.00170928193508	0.723904844828081	novel
MSTRG.31975.5	MSTRG.31975	-1.75710585181846	0.675497804108473	X	-	-	4.47057461569862	2.36488568820915e-05	novel
MSTRG.16516.3	MSTRG.16516	-0.143931012271794	0.675692736182983	X	-	-	5.9030219917809	0.991972279276267	novel
MSTRG.27052.4	MSTRG.27052	0.804910069007545	0.675692736182983	X	X	-	2.17778146631348	0.237750784664011	novel
MSTRG.30976.6	MSTRG.30976	2.00370674495813	0.675719905853417	X	X	-	2.74146644313342	0.487770329809364	novel
MSTRG.5495.1	MSTRG.5495	-0.691130242148316	0.675730762644238	X	-	-	2.31082350193883	0.522939640367773	novel
MSTRG.7591.1	MSTRG.7591	-0.302232447841746	0.675774001248199	-	-	-	3.64583512250915	0.000846229405038555	novel
MSTRG.17689.17	MSTRG.17689	-0.144567952570709	0.675812999258084	X	-	-	5.26094486026175	0.0154105700670772	novel
MSTRG.20304.8	MSTRG.20304	-0.469279473815101	0.675812999258084	X	X	-	3.12085701436637	0.00616564647287977	novel
MSTRG.27989.2	MSTRG.27989	0.456129136281316	0.675981342742971	-	X	-	5.27819094948136	0.979554854060639	novel
MSTRG.4801.3	MSTRG.4801	-0.604157066127628	0.675981342742971	X	X	-	4.20008582973951	0.881427977991125	novel
MSTRG.4845.8	MSTRG.4845	-0.275698812554702	0.675993377694393	X	X	-	4.37596603782263	0.142711528268288	novel
MSTRG.28265.3	MSTRG.28265	-1.14831147962713	0.676033433630158	X	-	-	3.38697382349341	0.650593485565593	novel
MSTRG.8262.11	MSTRG.8262	-0.772834952826012	0.67611353227753	-	X	-	3.74436996166057	0.0262897500883118	novel
MSTRG.11254.20	MSTRG.11254	0.850049003821208	0.676251037416358	X	-	-	2.15595542838184	0.278906792114901	novel
MSTRG.17271.1	MSTRG.17271	-0.537271633521241	0.676251037416358	-	X	-	2.70680709750216	0.00063561038104549	novel
MSTRG.29973.16	MSTRG.29973	-0.723456716642128	0.676251037416358	X	X	-	2.25089335902538	0.998215207224198	novel
MSTRG.23005.2	MSTRG.23005	-0.220888436082561	0.676269476705038	-	X	-	4.34170033705591	0.518304120948957	novel
MSTRG.12624.5	MSTRG.12624	0.892230579512319	0.676554110243562	X	X	-	3.99598062431862	0.999999573967104	novel
MSTRG.5959.5	MSTRG.5959	-1.37847751045659	0.676724132237222	X	-	-	2.47443661788515	0.965850849641349	novel
MSTRG.5120.1	MSTRG.5120	0.340361899875263	0.676742919714825	-	X	-	3.50047921249458	0.646996983059931	novel
MSTRG.7545.4	MSTRG.7545	-0.77999693723818	0.676963199644004	X	-	-	2.42380831609526	0.0904413053313563	novel
MSTRG.10042.1	MSTRG.10042	-0.934449278704586	0.676974035986972	-	-	-	1.69256065629275	0.121082964685712	novel
MSTRG.8457.6	MSTRG.8457	1.85840424833949	0.676974035986972	X	X	-	2.03049912557048	0.268478614512884	novel
MSTRG.9243.11	MSTRG.9243	-1.70056496446173	0.677100680343778	-	-	-	1.49294973131924	0.606130404312545	novel
MSTRG.31827.1	MSTRG.31827	0.602455479248564	0.677137094810211	-	-	-	2.57474373949054	0.0307638451802378	novel
MSTRG.16201.10	MSTRG.16201	-1.96518559212876	0.677263755978914	X	-	-	1.29977217303879	0.300949581702639	novel
MSTRG.17950.1	MSTRG.17950	-0.979110069709464	0.677263755978914	-	-	-	1.6269293030696	0.00759192377896921	novel
MSTRG.22618.1	MSTRG.22618	1.12670131132414	0.677263755978914	-	X	-	1.84706435190898	0.00351581664018125	novel
MSTRG.22050.1	MSTRG.22050	0.368952271005107	0.678041332849252	X	-	-	3.95360136451229	0.31285001974841	novel
MSTRG.5405.22	MSTRG.5405	-1.32507186528626	0.678134121060542	X	-	-	2.65417571447847	0.0202040407716958	novel
MSTRG.14271.6	MSTRG.14271	-0.410436523382514	0.678196034022128	X	X	-	4.84424326206414	0.0080011639149723	novel
MSTRG.28559.3	MSTRG.28559	-0.24018903893198	0.678512014063893	X	X	-	3.96298768444527	0.00758180608240626	novel
MSTRG.8285.34	MSTRG.8285	-1.18317251295031	0.678512014063893	-	X	-	1.33453994222847	0.00934936612341426	novel
MSTRG.5946.11	MSTRG.5946	-0.453024007187837	0.678526084966401	-	-	-	4.36234974937334	0.0512428467066168	novel
MSTRG.22520.13	MSTRG.22520	-0.550366666613544	0.678885072896838	X	-	-	2.7179525810254	0.00428062735790544	novel
MSTRG.1051.4	MSTRG.1051	-0.306903671478493	0.679007015281354	-	X	-	5.77129742310426	1	novel
MSTRG.6904.20	MSTRG.6904	-0.0817963077230376	0.679007015281354	-	X	-	7.27526341478714	0.0693051797033172	novel
MSTRG.20521.6	MSTRG.20521	-1.85496422486271	0.67924546760654	-	X	-	1.17646250169358	0.488474205650054	novel
MSTRG.10497.1	MSTRG.10497	0.0887928470578377	0.679473166554821	X	-	-	6.89859940363065	0.106083403373333	novel
MSTRG.6570.1	MSTRG.6570	2.00942606823246	0.679541681080945	X	X	-	3.99280485101391	0.996029889172033	novel
MSTRG.2444.1	MSTRG.2444	0.165599176823073	0.679631755670417	-	-	-	5.49936572905692	0.00230090012200005	novel
MSTRG.20066.2	MSTRG.20066	0.0860957862969057	0.679721419394631	X	X	-	7.25765024884042	0.00635583416190246	novel
MSTRG.17660.10	MSTRG.17660	-0.0995494862294503	0.679877740953639	X	X	-	6.61325668937148	0.0764788073709504	novel
MSTRG.17525.6	MSTRG.17525	1.66006647986928	0.679991796878356	X	X	-	3.16854905638348	0.243131695530129	novel
MSTRG.5079.16	MSTRG.5079	-0.610058201978369	0.68013357930554	X	X	-	2.82541905691054	0.696588320663859	novel
MSTRG.1528.1	MSTRG.1528	1.06870817029342	0.680144886781856	-	-	-	2.06903412737544	0.012188183730943	novel
MSTRG.20273.3	MSTRG.20273	0.500513329658611	0.680144886781856	X	-	-	4.17195657293839	0.999999986685193	novel
MSTRG.1061.11	MSTRG.1061	1.49510788186991	0.6801985482719	-	X	-	2.57574429556653	0.0112640737754215	novel
MSTRG.24722.1	MSTRG.24722	-1.9329760009784	0.680507004361211	-	X	-	3.80551260374872	0.00775187642189344	novel
MSTRG.31167.1	MSTRG.31167	-0.704584802155902	0.680507004361211	-	-	-	2.24986057390572	0.874337834263821	novel
MSTRG.30832.2	MSTRG.30832	0.225600166194838	0.680908443525457	X	X	-	4.18759080686831	0.00564656163393701	novel
MSTRG.4707.1	MSTRG.4707	0.175719939772787	0.680983648866323	-	X	-	4.60006459430008	0.0635140891085215	novel
MSTRG.14086.21	MSTRG.14086	0.306375675475039	0.681115967726028	X	-	-	3.89608905224988	0.994780324873008	novel
MSTRG.23258.12	MSTRG.23258	1.53610245501011	0.681880566745136	X	-	-	2.86943278344614	0.261510217611625	novel
MSTRG.27950.1	MSTRG.27950	-0.576008681923214	0.681881357950791	-	-	-	2.73860595227095	0.999999424809749	novel
MSTRG.9277.3	MSTRG.9277	1.69705355750642	0.681976231993238	X	X	-	3.01113536427832	0.0183658335680224	novel
MSTRG.30298.1	MSTRG.30298	-0.266370764383727	0.682013475362722	X	-	-	4.01746322240092	0.918570997937438	novel
MSTRG.27617.7	MSTRG.27617	-1.86226898673064	0.682095724656322	X	X	-	3.6002178293269	0.00509750137293842	novel
MSTRG.13339.3	MSTRG.13339	-0.16390645906849	0.682274157345967	X	-	-	6.72147639649448	0.381513786259186	novel
MSTRG.7576.7	MSTRG.7576	-1.20272084997235	0.682348003484159	X	-	-	2.5764538651437	0.292519937326622	novel
MSTRG.31946.7	MSTRG.31946	0.142108939727256	0.682651756225413	X	-	-	5.98677853677214	0.671865630981087	novel
MSTRG.14502.9	MSTRG.14502	-1.3924528453222	0.682930295997225	X	X	-	2.51056941135199	0.0166797088033894	novel
MSTRG.8531.8	MSTRG.8531	-0.715723312732003	0.683122046974782	X	-	-	5.58094418242681	0.138761384921449	novel
MSTRG.16256.10	MSTRG.16256	0.318686914399655	0.683229222580922	-	-	-	4.42984428731068	0.999319787323386	novel
MSTRG.12888.1	MSTRG.12888	-0.974363932950518	0.683381872476431	-	X	-	2.07153550026614	0.999409585681168	novel
MSTRG.6976.5	MSTRG.6976	-0.79100197359192	0.683725375496846	X	X	-	4.29138215067492	0.333276329322455	novel
MSTRG.25835.1	MSTRG.25835	-1.05115702805519	0.683750275141373	-	X	-	2.33086352253505	0.876643869851102	novel
MSTRG.25583.15	MSTRG.25583	1.6921588113033	0.683822266875955	-	X	-	3.02532476653864	0.0421509667651863	novel
MSTRG.3851.2	MSTRG.3851	-0.161253088387153	0.683902332732727	X	X	-	6.97764290515302	0.970915411483398	novel
MSTRG.4916.6	MSTRG.4916	1.61523134760533	0.683917847599945	-	X	-	2.50988906228649	0.999999262402518	novel
MSTRG.3341.10	MSTRG.3341	-0.38092987594503	0.684432728773465	X	-	-	3.41358515491055	0.00302721263783494	novel
MSTRG.25177.1	MSTRG.25177	-1.58533337932753	0.684446138690158	X	-	-	2.99121576789421	0.901041325936946	novel
MSTRG.28791.1	MSTRG.28791	-1.46596854232848	0.684446138690158	X	-	-	2.64918736362544	0.308607362682323	novel
MSTRG.17471.4	MSTRG.17471	0.159929175951917	0.684506193727286	X	X	-	6.04615463559185	0.00839796997825472	novel
MSTRG.19442.2	MSTRG.19442	0.915486883713929	0.684830731047105	-	-	-	2.1262969277046	0.633521792288965	novel
MSTRG.28467.2	MSTRG.28467	-1.48515174288296	0.684869913998585	-	-	-	4.10659632696561	0.458193958961351	novel
MSTRG.4724.12	MSTRG.4724	-1.9813276847817	0.685073821765844	X	X	-	3.97217277840871	0.153825015081697	novel
MSTRG.21330.3	MSTRG.21330	-0.279508861308565	0.68507417999075	-	-	-	3.74136381929338	0.0147896967689512	novel
MSTRG.3490.1	MSTRG.3490	-0.134381802769452	0.685450048802362	X	-	-	6.00147881540291	0.0074464235314213	novel
MSTRG.9216.8	MSTRG.9216	0.360359974021065	0.685856116833066	X	X	-	3.32292161551084	0.107070211299931	novel
MSTRG.12040.3	MSTRG.12040	0.300544661152151	0.686253075273434	-	-	-	5.1529366680005	0.999438536487021	novel
MSTRG.16346.9	MSTRG.16346	0.494692415788138	0.686253075273434	-	X	-	5.91847567936018	0.00289576629618018	novel
MSTRG.27334.6	MSTRG.27334	0.268271587037907	0.686452994216084	X	X	-	4.22961021406143	0.999999443611461	novel
MSTRG.27356.28	MSTRG.27356	-1.53229541721776	0.686452994216084	-	X	-	0.888435670657983	0.838162140198058	novel
MSTRG.17330.2	MSTRG.17330	0.563290985617009	0.686562499193805	X	X	-	5.29658829571964	0.0102726555759089	novel
MSTRG.14987.9	MSTRG.14987	-0.188900623176839	0.68671475341139	-	-	-	4.55164595964997	0.684769859664602	novel
MSTRG.6790.6	MSTRG.6790	1.2370042168633	0.68671475341139	X	-	-	2.20993886548034	0.00498076830713709	novel
MSTRG.11204.6	MSTRG.11204	-0.105898951234727	0.686780910233616	X	X	-	7.58555688417663	4.83388207386821e-07	novel
MSTRG.12445.1	MSTRG.12445	-2.0956274643955	0.686780910233616	X	-	-	4.27984933756449	0.0207492521577551	novel
MSTRG.4724.13	MSTRG.4724	-1.6373777006884	0.686805435109391	X	X	-	3.01542254111395	0.153817878220131	novel
